Title,Genres,Total Play Time,Rating,Storage Required,Release Year,Developer,Publisher,Price
The Last of Us,"Racing, Sports, Strategy",525.53,1.1,36,2003,EA,Sony,11.36
Death Stranding,"Simulation, Sports, RPG",320.43,3.3,60.8,2013,Valve,Microsoft,4.94
Apex Legends,"Puzzle, Strategy",610.42,7.5,96.3,2001,EA,Electronic Arts,47.05
Dota Underlords,Puzzle,901.24,7.2,70,2023,Ubisoft,Microsoft,5.77
Counter-Strike: Global Offensive,"Sports, First-person shooter",67.98,6.9,25.1,2003,Nintendo,Electronic Arts,32.93
Grand Theft Auto V,"Strategy, First-person shooter",430.01,5.2,75.2,2000,Valve,Electronic Arts,22.36
PlayerUnknown's Battlegrounds,"Puzzle, Strategy",179.6,2,25.1,2019,EA,Bethesda,51.57
Rocket League,First-person shooter,7.28,1.5,11.6,2012,Nintendo,Microsoft,12.15
The Witcher 3: Wild Hunt,"Sports, Adventure",150.02,7.1,79.1,2010,Ubisoft,Electronic Arts,23.07
Red Dead Redemption 2,Strategy,987.87,3.5,34,2020,CD Projekt Red,Bandai Namco,56.99
Cyberpunk 2077,"MMORPG, Open World",106.27,2.8,74.7,2000,CD Projekt Red,Bethesda,8.22
DOOM Eternal,"Racing, Simulation, Sports",948.67,1.9,37.7,2003,Valve,Activision,32.43
Stardew Valley,"Simulation, RPG",465.02,6.4,6.7,2007,Nintendo,Nintendo,21.5
Terraria,MMORPG,751.89,7.9,29,2005,EA,Electronic Arts,35.99
Dark Souls III,"Adventure, Strategy",607.96,6.9,3.3,2000,Bethesda,Capcom,36.95
Hades,RPG,571.58,8,86.5,2005,Bungie,Electronic Arts,58.43
Half-Life: Alyx,"First-person shooter, Racing",784.89,4.6,28.9,2008,Bethesda,Sony,59.24
Valheim,"Open World, Adventure, Strategy",999.34,7.1,63.5,2005,Ubisoft,Electronic Arts,51.41
Among Us,Simulation,158.37,7.7,31.9,2021,Nintendo,Nintendo,32.23
Rust,"Racing, Adventure",269.82,3.6,30.9,2022,Ubisoft,Sony,18.79
ARK: Survival Evolved,Adventure,707.82,2.3,52.6,2002,Nintendo,Activision,48.56
Fallout 4,"First-person shooter, MMORPG",821.39,8.4,66,2010,Nintendo,Microsoft,43.27
Sekiro: Shadows Die Twice,"Adventure, Strategy",627.69,7.5,46.1,2020,BioWare,Nintendo,3.07
Hollow Knight,"Puzzle, Simulation",525.24,6.7,12.5,2003,Bungie,Microsoft,24.21
Slay the Spire,"Simulation, Adventure, Open World",215.1,1.5,66.1,2018,BioWare,Capcom,39.38
Portal 2,MMORPG,8.4,8.6,14.8,2007,Epic Games,Bandai Namco,53.18
Subnautica,First-person shooter,882.53,3.2,84.4,2001,Nintendo,Bethesda,26.38
Borderlands 3,"MMORPG, Open World",304.55,7.6,56.7,2020,Rockstar Games,Bethesda,48.1
Overwatch,"Open World, Strategy, Puzzle",770.91,8.4,19.7,2017,Nintendo,Sony,29.06
Fortnite,"MMORPG, First-person shooter",485.46,8.8,64,2018,BioWare,Sony,24.57
Minecraft,"Simulation, Strategy, Adventure",570.3,8.7,50.9,2003,Valve,Microsoft,16.02
The Elder Scrolls V: Skyrim,Adventure,140.25,2,33.7,2023,Valve,Microsoft,18.23
Left 4 Dead 2,"Open World, Racing",156.85,6.5,55.4,2017,CD Projekt Red,Nintendo,18.31
Team Fortress 2,"Simulation, MMORPG, Sports",519.42,4.9,16.1,2020,Valve,Electronic Arts,58.11
Tom Clancy's Rainbow Six Siege,"Puzzle, Open World",188.26,6.2,6.8,2005,Epic Games,Nintendo,3.49
BioShock Infinite,"Racing, Open World, RPG",810.29,3.9,50.8,2009,Rockstar Games,Sony,13.93
Far Cry 5,MMORPG,959.58,4.6,15.3,2002,Nintendo,Electronic Arts,1.21
Assassin's Creed Odyssey,"Racing, Adventure, Open World",240.93,4.6,33.1,2003,Rockstar Games,Sega,57.39
Just Cause 4,"Racing, RPG, Strategy",194.16,1,46.1,2022,Nintendo,Capcom,6.66
Metro Exodus,Adventure,400.82,5.2,21.5,2007,Bethesda,Square Enix,25.29
Destiny 2,Sports,794.11,8.8,93.4,2008,Valve,Activision,10.73
Resident Evil 2,"Racing, Puzzle",101.69,7.3,3.2,2015,Bungie,Sega,56.92
Monster Hunter: World,"RPG, Simulation, Puzzle",182.92,5.2,57.6,2006,Epic Games,Bethesda,17.84
The Sims 4,Adventure,197.79,6.5,95.8,2001,Bethesda,Nintendo,16.2
Sid Meier's Civilization VI,"Racing, Puzzle",689.99,9.9,31.6,2013,Rockstar Games,Bandai Namco,57.42
The Legend of Zelda: Breath of the Wild,Sports,61.23,3.1,20.6,2021,Valve,Nintendo,6.89
Super Mario Odyssey,"Open World, Simulation, First-person shooter",878.34,3.9,85,2020,BioWare,Nintendo,12.25
God of War,"MMORPG, Adventure",947.07,9,70.7,2017,Bungie,Sony,35.94
Bloodborne,Sports,395.29,5.4,24.7,2001,Nintendo,Capcom,14.4
Horizon Zero Dawn,First-person shooter,840.19,10,2,2007,CD Projekt Red,Activision,5.98
Persona 5,"MMORPG, Racing",571.1,1.8,11.3,2017,Epic Games,Microsoft,35.86
Final Fantasy XV,Adventure,380.5,8.9,57.1,2006,Bungie,Capcom,11.29
The Last of Us,Sports,107.45,6.6,33,2014,CD Projekt Red,Microsoft,58.94
Death Stranding,"Sports, Simulation, Adventure",482.82,1.3,93.3,2017,Valve,Microsoft,45.58
Apex Legends,"Adventure, Puzzle",405.32,10,75.3,2015,Rockstar Games,Microsoft,54.33
Dota Underlords,Adventure,712.29,6.1,10.8,2003,Bethesda,Square Enix,50.52
Counter-Strike: Global Offensive,"RPG, Adventure, Strategy",324.22,6,4.4,2011,BioWare,Capcom,20.86
Grand Theft Auto V,Sports,882.45,9.4,95.6,2004,Epic Games,Microsoft,56.36
PlayerUnknown's Battlegrounds,"MMORPG, Racing, RPG",916.32,4.9,45.6,2008,Valve,Microsoft,2.55
Rocket League,"RPG, Puzzle, Sports",427.54,6.4,47.1,2000,Valve,Activision,12.58
The Witcher 3: Wild Hunt,"Sports, Puzzle",204.82,2.5,38.6,2004,Nintendo,Square Enix,54.8
Red Dead Redemption 2,Adventure,865.94,2.5,19.7,2013,Epic Games,Sony,9
Cyberpunk 2077,"Open World, Adventure, Sports",450.19,7.6,24.5,2000,Ubisoft,Capcom,4.38
DOOM Eternal,Racing,34.7,8.2,66.4,2018,Bethesda,Bandai Namco,29.29
Stardew Valley,"Puzzle, Simulation, First-person shooter",911.53,1.4,63,2006,BioWare,Nintendo,26.41
Terraria,"Racing, RPG, Sports",306.62,6,31.6,2011,Nintendo,Bethesda,28.79
Dark Souls III,"Strategy, Simulation",244.26,10,1.4,2023,Epic Games,Sony,41.07
Hades,Racing,784.36,9.1,24,2022,Valve,Capcom,1.87
Half-Life: Alyx,"Adventure, First-person shooter",405.76,9.3,77.7,2014,Ubisoft,Nintendo,28.85
Valheim,RPG,649.53,3,8.4,2001,EA,Capcom,16.41
Among Us,Puzzle,434.46,4,88.1,2014,BioWare,Bandai Namco,9.88
Rust,Racing,285.05,9.6,32.3,2016,EA,Electronic Arts,22.47
ARK: Survival Evolved,Strategy,589.26,4.7,56.8,2018,Valve,Capcom,45.14
Fallout 4,"Open World, First-person shooter",735.83,1.5,25.7,2020,BioWare,Capcom,3.08
Sekiro: Shadows Die Twice,Adventure,794.95,3.3,2.2,2005,BioWare,Bandai Namco,53.26
Hollow Knight,"Adventure, First-person shooter",806.14,9.4,94.8,2011,EA,Bandai Namco,13.04
Slay the Spire,Sports,284.65,3.1,92.5,2007,Epic Games,Nintendo,21.23
Portal 2,"Simulation, Adventure, Racing",345.64,6.1,58.5,2017,Bethesda,Activision,5.96
Subnautica,"Puzzle, RPG, First-person shooter",328.59,2.5,82.2,2022,Nintendo,Sony,20.01
Borderlands 3,Racing,449.97,4.8,95.8,2021,CD Projekt Red,Bethesda,18.08
Overwatch,"First-person shooter, Simulation",828.76,10,82.5,2018,BioWare,Electronic Arts,24.36
Fortnite,Strategy,46.59,2.1,29.1,2002,Bethesda,Capcom,46.84
Minecraft,"RPG, Racing, Sports",432.02,2.5,58.9,2013,Nintendo,Microsoft,51.22
The Elder Scrolls V: Skyrim,"MMORPG, Simulation, Adventure",124.39,1.1,2.1,2023,Nintendo,Electronic Arts,43.7
Left 4 Dead 2,"Strategy, RPG, Sports",99.39,8.9,65.4,2006,CD Projekt Red,Electronic Arts,44.2
Team Fortress 2,"Strategy, Adventure, RPG",443.28,3.7,66.8,2002,Valve,Nintendo,41.3
Tom Clancy's Rainbow Six Siege,"Open World, Strategy",283.41,8.7,34.6,2010,Valve,Sony,19.86
BioShock Infinite,"Simulation, Racing, Adventure",951.94,8.9,99.8,2013,Epic Games,Sony,27.1
Far Cry 5,Adventure,676.93,2.6,93.9,2000,Rockstar Games,Bandai Namco,14.79
Assassin's Creed Odyssey,"Adventure, Racing, MMORPG",67.02,7.5,11.7,2010,Bungie,Sony,15.77
Just Cause 4,"First-person shooter, RPG",242.03,7.8,87.7,2003,BioWare,Sega,23.7
Metro Exodus,"Simulation, Adventure",559.31,7.5,81.4,2020,Nintendo,Nintendo,35.19
Destiny 2,Adventure,912.89,5.6,56.5,2015,CD Projekt Red,Bandai Namco,13.93
Resident Evil 2,"RPG, Sports",423.59,6.1,84.4,2015,Bethesda,Nintendo,35.5
Monster Hunter: World,"Adventure, Racing",857.95,5.4,40.8,2011,Rockstar Games,Sega,44.26
The Sims 4,RPG,135.31,4.2,76.2,2009,Ubisoft,Square Enix,1.18
Sid Meier's Civilization VI,"Adventure, Racing, Sports",402.2,4.1,44.6,2002,Nintendo,Square Enix,32.94
The Legend of Zelda: Breath of the Wild,"Adventure, Sports, Open World",860.9,1.5,51.6,2004,Nintendo,Capcom,53.54
Super Mario Odyssey,Puzzle,24.25,3.2,23.4,2011,Valve,Electronic Arts,11.82
God of War,"Strategy, MMORPG",355.07,9.4,48.4,2003,BioWare,Capcom,7.91
Bloodborne,"Adventure, Puzzle, First-person shooter",23.98,7.3,85.1,2021,Epic Games,Bandai Namco,46.57
Horizon Zero Dawn,"Simulation, MMORPG",949.32,1.4,74,2008,Bethesda,Sony,43.14
Persona 5,"Racing, Puzzle",799.47,5.9,36.1,2009,Nintendo,Sega,34.71
Final Fantasy XV,"Racing, Sports, Simulation",897.25,5.8,60.9,2012,EA,Bethesda,2.91
The Last of Us,"Simulation, MMORPG, RPG",158.84,1.1,41.1,2005,Bungie,Square Enix,16.99
Death Stranding,"MMORPG, First-person shooter",819.79,2.3,65.5,2020,Bungie,Sega,18.61
Apex Legends,First-person shooter,7.03,6.7,99.9,2007,CD Projekt Red,Microsoft,18.25
Dota Underlords,"RPG, Simulation",180.21,1.3,27.1,2009,Rockstar Games,Sony,9.24
Counter-Strike: Global Offensive,"Strategy, MMORPG",334.34,1.7,85.4,2016,Nintendo,Capcom,48.36
Grand Theft Auto V,"Racing, MMORPG",612.54,4.1,86.8,2012,CD Projekt Red,Nintendo,43.66
PlayerUnknown's Battlegrounds,"Simulation, Racing",389.32,8.2,45.7,2022,EA,Square Enix,34.85
Rocket League,Sports,967.26,7.5,98.9,2023,Bungie,Bethesda,14.18
The Witcher 3: Wild Hunt,"First-person shooter, Sports",143.1,8.3,67.8,2014,Epic Games,Square Enix,10.19
Red Dead Redemption 2,"RPG, Puzzle",861.9,8,82.5,2004,Nintendo,Capcom,56.17
Cyberpunk 2077,Adventure,291.75,4.4,36.1,2019,Ubisoft,Sony,28.81
DOOM Eternal,Adventure,860.46,9.2,82.8,2004,Rockstar Games,Nintendo,35.55
Stardew Valley,"Adventure, Simulation",886.79,8.4,92.2,2007,Bungie,Square Enix,22.7
Terraria,"Sports, Puzzle",655.05,3.8,55.2,2015,CD Projekt Red,Microsoft,13.96
Dark Souls III,"RPG, Adventure",689.26,1.2,69.9,2019,Nintendo,Sega,25.93
Hades,"Adventure, Sports, Open World",342.81,3.1,13.8,2009,Ubisoft,Sega,20.91
Half-Life: Alyx,Sports,258.17,6.3,82.9,2013,Valve,Square Enix,16.31
Valheim,RPG,456.18,4.8,81.1,2021,Rockstar Games,Nintendo,57.01
Among Us,"First-person shooter, MMORPG",608.89,3.1,18.6,2017,CD Projekt Red,Bethesda,6.09
Rust,First-person shooter,602.59,1.9,26.7,2010,BioWare,Activision,39.87
ARK: Survival Evolved,"Simulation, Sports, Racing",111.35,4,84.1,2014,Valve,Microsoft,46.53
Fallout 4,MMORPG,565.6,6.4,48.5,2019,Ubisoft,Activision,55.48
Sekiro: Shadows Die Twice,"Open World, MMORPG",655.67,8.9,92.6,2006,Epic Games,Capcom,48.26
Hollow Knight,"Simulation, Strategy",767.73,2.1,61.9,2015,Bungie,Square Enix,47.74
Slay the Spire,MMORPG,392.79,4.1,83.4,2001,EA,Bandai Namco,18.13
Portal 2,First-person shooter,354.72,4.4,79.8,2002,Nintendo,Activision,14.16
Subnautica,First-person shooter,590.93,8.6,51.7,2017,Ubisoft,Sega,36.12
Borderlands 3,"MMORPG, Strategy, Sports",298.88,2.3,38.7,2005,EA,Sega,32.17
Overwatch,Puzzle,291.15,1.5,78,2011,Bungie,Activision,35.26
Fortnite,"First-person shooter, MMORPG, RPG",379.41,1.9,78.5,2005,Nintendo,Nintendo,38.26
Minecraft,"RPG, Simulation, Puzzle",795.37,8.7,14.6,2000,Rockstar Games,Square Enix,12.06
The Elder Scrolls V: Skyrim,"Open World, MMORPG",886.18,3.1,37.8,2002,Rockstar Games,Nintendo,39.25
Left 4 Dead 2,Sports,297.94,9.7,47,2015,Bungie,Bethesda,2.13
Team Fortress 2,"Sports, Simulation, MMORPG",875.81,1.1,67.1,2010,Ubisoft,Sony,22.87
Tom Clancy's Rainbow Six Siege,"Sports, RPG, Adventure",370.27,1.1,89.6,2022,Nintendo,Capcom,24.87
BioShock Infinite,"Sports, MMORPG",863.47,3.7,15.7,2023,Bethesda,Bethesda,5.37
Far Cry 5,"Puzzle, Strategy, MMORPG",292.87,9.4,98.1,2020,CD Projekt Red,Activision,48.35
Assassin's Creed Odyssey,Strategy,638.41,2.1,2.5,2014,Epic Games,Microsoft,31.59
Just Cause 4,"MMORPG, Adventure, First-person shooter",782.05,7,67.9,2006,Nintendo,Sony,57.05
Metro Exodus,RPG,537.34,3.8,78,2018,Bethesda,Microsoft,9.69
Destiny 2,Simulation,13.37,5.9,8.8,2003,EA,Sony,21.89
Resident Evil 2,Adventure,585.76,4.1,21.7,2006,Nintendo,Sony,57.38
Monster Hunter: World,"Adventure, Simulation, RPG",793.35,9.5,73.2,2006,Ubisoft,Sega,17.44
The Sims 4,Open World,483.12,6.5,18.5,2013,Nintendo,Activision,22.17
Sid Meier's Civilization VI,"Simulation, MMORPG",628.22,1.4,86.5,2017,Epic Games,Activision,23.74
The Legend of Zelda: Breath of the Wild,RPG,761.69,8.7,91.4,2021,EA,Activision,20.47
Super Mario Odyssey,Racing,648.23,7.3,16.9,2006,CD Projekt Red,Bethesda,10.58
God of War,"MMORPG, Open World",319.31,3.9,17.4,2006,EA,Bethesda,43.51
Bloodborne,"Racing, Adventure, RPG",225.54,3.4,10.3,2023,Bethesda,Square Enix,34.62
Horizon Zero Dawn,Racing,43.76,5.3,85.4,2023,Ubisoft,Sony,50.21
Persona 5,"Strategy, Sports, RPG",585.38,7.3,70.7,2021,Nintendo,Bethesda,21.48
Final Fantasy XV,"Open World, Strategy",364.11,7.6,77.3,2001,Valve,Nintendo,52.01
The Last of Us,"RPG, Sports",323.31,3.1,76.4,2000,Rockstar Games,Bandai Namco,25.65
Death Stranding,First-person shooter,253.16,9.5,36.9,2017,Bethesda,Sony,54.79
Apex Legends,"Adventure, Simulation",810.65,7.9,6.8,2019,Ubisoft,Square Enix,26.42
Dota Underlords,"MMORPG, Simulation",139.76,4.7,45.9,2013,Ubisoft,Nintendo,28.21
Counter-Strike: Global Offensive,Racing,967.39,2.9,17.5,2022,Bethesda,Bandai Namco,3.53
Grand Theft Auto V,"Open World, RPG, Simulation",154.21,4.7,63.2,2000,Bungie,Activision,36.41
PlayerUnknown's Battlegrounds,"Sports, Puzzle",947.69,3.7,20.8,2016,Bungie,Electronic Arts,45.81
Rocket League,"Adventure, Simulation",123.43,1.6,57.2,2020,Epic Games,Bandai Namco,41.96
The Witcher 3: Wild Hunt,"Open World, Strategy",928.73,8,26.8,2011,EA,Sega,13.2
Red Dead Redemption 2,"Adventure, Open World",488.62,5.1,65,2006,Bethesda,Sega,16.52
Cyberpunk 2077,"MMORPG, Puzzle",264.4,4.4,21,2004,Bungie,Electronic Arts,58.99
DOOM Eternal,"Puzzle, Racing",944.57,9.7,23.1,2001,Rockstar Games,Activision,20.9
Stardew Valley,"Sports, Simulation, MMORPG",889.29,2.7,87.6,2006,Nintendo,Nintendo,56.29
Terraria,Sports,367.97,5.2,97.3,2020,EA,Capcom,13.79
Dark Souls III,"First-person shooter, Adventure",298.84,2.1,85.5,2006,Rockstar Games,Square Enix,35.04
Hades,Adventure,956.6,8.4,35.4,2005,Rockstar Games,Square Enix,4.29
Half-Life: Alyx,"Strategy, Sports",126.23,9.9,43.7,2008,EA,Square Enix,17.2
Valheim,"Adventure, Simulation",902.63,5.3,98.8,2018,Bethesda,Sega,44.3
Among Us,"First-person shooter, RPG, Simulation",105.17,8.8,72.7,2018,Nintendo,Bethesda,33.16
Rust,Open World,343.52,7.3,19,2021,Ubisoft,Activision,24.85
ARK: Survival Evolved,RPG,828.3,6.8,44.7,2002,CD Projekt Red,Capcom,21.58
Fallout 4,"Puzzle, Sports, MMORPG",818.15,9.6,79.8,2001,CD Projekt Red,Electronic Arts,1.88
Sekiro: Shadows Die Twice,"Sports, Open World, Simulation",169.36,9.3,17.9,2011,CD Projekt Red,Microsoft,35.82
Hollow Knight,"Racing, Sports",637.91,9.6,89.9,2019,Bungie,Bandai Namco,4.3
Slay the Spire,"Strategy, MMORPG, Open World",851.73,10,13,2012,BioWare,Capcom,10.83
Portal 2,Racing,901.28,9.8,92.7,2015,Valve,Capcom,0.2
Subnautica,"RPG, Strategy",250.11,2.9,4.5,2001,EA,Bandai Namco,56.88
Borderlands 3,"First-person shooter, Racing",868.9,3,28,2001,Nintendo,Sega,53.24
Overwatch,"RPG, First-person shooter",481.03,1.8,25.6,2004,BioWare,Nintendo,53.42
Fortnite,"MMORPG, Racing, Simulation",183.83,6,27.2,2001,CD Projekt Red,Bandai Namco,27.06
Minecraft,"RPG, Simulation",313.82,7.7,9.9,2001,Ubisoft,Sega,31.48
The Elder Scrolls V: Skyrim,"First-person shooter, Simulation",520.55,8.1,16.9,2000,Ubisoft,Sega,52.92
Left 4 Dead 2,"RPG, Sports",687.92,4.1,82.3,2022,Valve,Bethesda,23.37
Team Fortress 2,"Racing, Sports, Open World",135.45,5.7,84.8,2002,BioWare,Activision,4.15
Tom Clancy's Rainbow Six Siege,"RPG, Simulation, Strategy",56.92,5.2,23.8,2006,CD Projekt Red,Sony,3.14
BioShock Infinite,Strategy,711.52,2.1,78.7,2008,Epic Games,Microsoft,39.89
Far Cry 5,"RPG, Simulation, Adventure",742.65,3.2,80.4,2022,Bethesda,Sega,29.08
Assassin's Creed Odyssey,Open World,234.41,8.8,11,2014,BioWare,Bandai Namco,43.41
Just Cause 4,"RPG, Simulation, Adventure",386.12,5.9,57.1,2018,Ubisoft,Bethesda,28.87
Metro Exodus,"Strategy, First-person shooter",924.5,4.1,74.8,2005,Valve,Bandai Namco,14.27
Destiny 2,"First-person shooter, RPG",2.48,6,90,2019,Nintendo,Nintendo,13.91
Resident Evil 2,"RPG, Adventure, Puzzle",42.75,4.7,4,2016,Nintendo,Bandai Namco,34.54
Monster Hunter: World,"Open World, Sports",309.93,1.4,18.7,2007,Bethesda,Capcom,7.41
The Sims 4,"Simulation, Open World, MMORPG",291.64,5.9,57.9,2017,Rockstar Games,Microsoft,49
Sid Meier's Civilization VI,"Open World, MMORPG",400.1,5.2,69.8,2003,Ubisoft,Sega,14.83
The Legend of Zelda: Breath of the Wild,"Sports, First-person shooter, RPG",71.99,9.7,49.6,2002,Valve,Activision,55.74
Super Mario Odyssey,"Racing, First-person shooter, Puzzle",346.87,7.4,55.4,2006,CD Projekt Red,Microsoft,11.6
God of War,Adventure,963.42,3.9,67.5,2002,Ubisoft,Microsoft,0.87
Bloodborne,"Adventure, Puzzle",859.39,9.2,69.9,2008,CD Projekt Red,Sega,50.24
Horizon Zero Dawn,Open World,364.83,9.1,31,2018,Bungie,Sony,0.6
Persona 5,"Simulation, First-person shooter, RPG",686.17,2.7,2.3,2014,CD Projekt Red,Activision,17.81
Final Fantasy XV,"Sports, Racing, Open World",574,2,39.7,2020,Bungie,Capcom,30.3
The Last of Us,Open World,631.88,5.6,37.1,2012,Valve,Bandai Namco,59.23
Death Stranding,"Strategy, RPG",18.66,1.8,96,2002,BioWare,Microsoft,40.65
Apex Legends,"Sports, Open World",153.35,6.9,68.4,2004,Ubisoft,Capcom,7.42
Dota Underlords,"Strategy, MMORPG",886.98,6.4,55.7,2020,EA,Sony,8.1
Counter-Strike: Global Offensive,"Puzzle, RPG",169.01,3.2,40.3,2003,Bungie,Square Enix,28.61
Grand Theft Auto V,"Strategy, Puzzle",739.29,2.1,7.3,2022,Bungie,Microsoft,41.71
PlayerUnknown's Battlegrounds,MMORPG,268.55,1.8,97,2003,Ubisoft,Sony,32.11
Rocket League,Racing,863.15,2.9,29.2,2001,Bungie,Bandai Namco,55.13
The Witcher 3: Wild Hunt,RPG,408.62,1.9,42.7,2023,Bungie,Bandai Namco,37.94
Red Dead Redemption 2,MMORPG,84.15,6.9,33.6,2003,EA,Sega,18.35
Cyberpunk 2077,First-person shooter,154.51,6.1,52.6,2005,Ubisoft,Sony,16.45
DOOM Eternal,"Racing, Puzzle",979.28,1.6,32.8,2010,Epic Games,Bethesda,19.79
Stardew Valley,"Open World, Simulation",303.17,1,33.1,2013,Bethesda,Nintendo,17.21
Terraria,"RPG, Strategy",537.41,7.3,68.8,2002,BioWare,Microsoft,20.55
Dark Souls III,Sports,395.43,6.6,46,2021,Epic Games,Square Enix,49.88
Hades,"Puzzle, Simulation, Strategy",323.36,3.7,90.5,2013,Rockstar Games,Nintendo,56.82
Half-Life: Alyx,"Open World, RPG, Strategy",781.9,5.2,19.7,2011,Bungie,Capcom,38.95
Valheim,"Sports, Strategy",946.99,2.2,20.9,2007,Valve,Activision,58.1
Among Us,"Strategy, Sports",808.09,8.6,100,2018,Bungie,Microsoft,23.32
Rust,"RPG, First-person shooter, Simulation",358.85,1.9,92.9,2006,Nintendo,Activision,47.17
ARK: Survival Evolved,Simulation,711.74,9.3,42.3,2020,Epic Games,Microsoft,5.78
Fallout 4,Racing,712.19,8,4.1,2010,Ubisoft,Sega,25.31
Sekiro: Shadows Die Twice,Racing,997.03,8.3,83.9,2008,Epic Games,Capcom,19.86
Hollow Knight,"Open World, Sports, RPG",212.61,9.8,44.4,2012,Bungie,Electronic Arts,14.4
Slay the Spire,"Sports, First-person shooter",475.36,2.6,81.2,2016,EA,Square Enix,6.63
Portal 2,"Open World, Sports",222.47,8.1,90,2000,BioWare,Square Enix,35.89
Subnautica,"First-person shooter, Sports",7.04,9.9,53.4,2011,EA,Activision,25.3
Borderlands 3,"Open World, RPG",675.03,2.1,59.5,2011,Epic Games,Bethesda,4.31
Overwatch,"Racing, Puzzle, Strategy",435.1,4.5,62.2,2015,Valve,Capcom,13.76
Fortnite,"MMORPG, Racing, Strategy",105.01,5,9.3,2012,Rockstar Games,Activision,50.05
Minecraft,Puzzle,767.92,2.4,71.7,2011,CD Projekt Red,Sega,45.02
The Elder Scrolls V: Skyrim,"Strategy, Simulation, RPG",153.2,5.2,19.7,2022,Valve,Activision,51.79
Left 4 Dead 2,"Racing, First-person shooter",579.49,2.9,87.2,2002,Epic Games,Nintendo,14.61
Team Fortress 2,"Open World, RPG",431.73,4,66.7,2022,EA,Activision,54.51
Tom Clancy's Rainbow Six Siege,"Adventure, Strategy",112.21,2.7,86.2,2013,Bethesda,Nintendo,48.53
BioShock Infinite,Simulation,947.49,6.2,72.3,2009,Valve,Sony,1.66
Far Cry 5,"Open World, Adventure, Sports",667.89,3.6,56.3,2022,BioWare,Square Enix,26.95
Assassin's Creed Odyssey,"Sports, RPG, Adventure",87.66,2.7,76.9,2012,Bethesda,Electronic Arts,33.88
Just Cause 4,"Open World, Racing, Puzzle",923.64,4.9,9,2020,Bethesda,Capcom,21.14
Metro Exodus,"Strategy, Adventure",162.36,7.2,71.5,2018,CD Projekt Red,Nintendo,20.62
Destiny 2,"Racing, Adventure",899.83,8.1,35.3,2013,Rockstar Games,Sega,59.69
Resident Evil 2,"Racing, Sports",885.02,6.4,21.3,2006,Bungie,Nintendo,46.07
Monster Hunter: World,"Puzzle, Strategy",12.39,7.4,41.8,2002,Valve,Nintendo,21.47
The Sims 4,"Racing, Open World",295.98,1.1,51.6,2018,Bethesda,Square Enix,48.43
Sid Meier's Civilization VI,"Sports, Puzzle, RPG",722.94,4.2,5.4,2022,Valve,Nintendo,15.45
The Legend of Zelda: Breath of the Wild,MMORPG,657.59,1.6,13.2,2005,Bungie,Nintendo,55.88
Super Mario Odyssey,First-person shooter,816.86,3.8,29.8,2022,Ubisoft,Square Enix,1.93
God of War,"Open World, Simulation",315.31,5.1,9.6,2012,BioWare,Bandai Namco,42.92
Bloodborne,"MMORPG, RPG, Racing",436.7,4.2,21.3,2011,Nintendo,Nintendo,28.54
Horizon Zero Dawn,First-person shooter,401.88,5.2,55.7,2016,Rockstar Games,Bandai Namco,39.48
Persona 5,"Sports, Racing",514.42,7.1,27.4,2006,EA,Electronic Arts,19.04
Final Fantasy XV,Adventure,21.41,8.4,28.5,2000,Bethesda,Square Enix,36.49
The Last of Us,RPG,920.85,4.2,89.1,2014,Rockstar Games,Sega,10.14
Death Stranding,"MMORPG, Sports, First-person shooter",152.42,8.8,1.7,2005,Valve,Electronic Arts,40.67
Apex Legends,"Sports, RPG",253.06,6.2,82.5,2009,Valve,Electronic Arts,56.68
Dota Underlords,Sports,263.37,4.7,3.9,2009,Ubisoft,Sega,56.06
Counter-Strike: Global Offensive,"First-person shooter, Strategy, Sports",982.53,5.9,30.7,2023,Rockstar Games,Bandai Namco,19.59
Grand Theft Auto V,Racing,10.3,9.6,51.2,2016,BioWare,Sega,59.3
Death Stranding,"MMORPG, Sports, First-person shooter",152.42,8.8,1.7,2005,Valve,Electronic Arts,40.67
